lead_id,company,category,channel,owner,signal_score,created_date,stage,mql_date,sql_date,opp_date,closed_date,deal_value_monthly_usd,outcome,lost_reason
2598,Lumen Baby Goods VIII,Kitchen,Outbound LinkedIn,S. Kapoor,3.37,2026-06-13,MQL,2026-06-16,,,,,,
2599,Northfield Baby Goods IV,Gadgets,Signal-scored inbound,S. Kapoor,5.85,2026-06-28,MQL,2026-06-30,,,,,,
2600,Verdant Baby Goods IV,Home,Outbound LinkedIn,R. Iyer,3.37,2026-06-22,MQL,2026-06-27,,,,,,
2601,Cobalt Baby Goods IV,Kitchen,Outbound LinkedIn,A. Chouhan,8.86,2026-06-22,SQL,2026-06-26,2026-06-28,,,,,
2602,Foxglove Beauty VI,Gadgets,Cold email sequence,A. Chouhan,6.66,2026-06-03,MQL,2026-06-07,,,,,,
2603,Pinehaven Goods Co IV,Skin,Cold email sequence,R. Iyer,5.92,2026-06-24,MQL,2026-06-28,,,,,,
2604,Marigold Studio V,Outdoor,Referral,A. Chouhan,5.95,2026-06-29,MQL,2026-07-01,,,,,,
2605,Silverline Baby Goods V,Pet,Content/organic,A. Chouhan,5.39,2026-06-01,SQL,2026-06-04,2026-06-13,,,,,
2606,Larkspur Outdoor V,Pet,Signal-scored inbound,S. Kapoor,5.29,2026-06-13,MQL,2026-06-17,,,,,,
2607,Halcyon Studio VI,Pet,Outbound LinkedIn,R. Iyer,5.12,2026-06-13,SQL,2026-06-18,2026-06-23,,,,,
2608,Windrow Kitchen Co IV,Kitchen,Referral,S. Kapoor,8.61,2026-06-26,MQL,2026-07-02,,,,,,
2609,Ember Skin Co VI,Outdoor,Signal-scored inbound,S. Kapoor,5.94,2026-06-29,Lead,,,,,,,
2610,Foxglove Supply Co V,Beauty,Signal-scored inbound,R. Iyer,6.59,2026-06-06,Lead,,,,,,,
2611,Opaline Supply Co II,Home,Content/organic,A. Chouhan,7.51,2026-06-13,Lead,,,,,,,
2612,Bluebell Pet Supply,Home,Cold email sequence,S. Kapoor,8.08,2026-06-07,MQL,2026-06-10,,,,,,
2613,Cinderwood Skin Co VIII,Outdoor,Signal-scored inbound,S. Kapoor,6.45,2026-06-21,Lead,,,,,,,
2614,Rosemere Beauty V,Baby,Signal-scored inbound,A. Chouhan,8.98,2026-06-28,MQL,2026-06-29,,,,,,
2615,Larkspur Collective V,Gadgets,Cold email sequence,A. Chouhan,5.0,2026-06-03,MQL,2026-06-06,,,,,,
2616,Basalt Studio III,Outdoor,Signal-scored inbound,A. Chouhan,4.88,2026-06-04,Lead,,,,,,,
2617,Bluebell Skin Co IV,Home,Outbound LinkedIn,S. Kapoor,8.92,2026-06-14,MQL,2026-06-19,,,,,,
2618,Coral & Co Pet Supply VIII,Gadgets,Content/organic,S. Kapoor,9.15,2026-06-30,SQL,2026-07-01,2026-07-09,,,,,
2619,Meridian Baby Goods,Beauty,Outbound LinkedIn,R. Iyer,9.05,2026-06-19,Lead,,,,,,,
2620,Halcyon Home Co V,Outdoor,Content/organic,S. Kapoor,5.23,2026-06-11,Lead,,,,,,,
2621,Larkspur Collective VI,Baby,Signal-scored inbound,S. Kapoor,4.95,2026-06-13,Lead,,,,,,,
2622,Glow Ritual Kitchen Co IX,Kitchen,Signal-scored inbound,A. Chouhan,5.31,2026-06-26,Lead,,,,,,,
2623,Cobalt Supply Co III,Home,Outbound LinkedIn,R. Iyer,4.25,2026-06-09,Lead,,,,,,,
2624,Larkspur Home Co III,Outdoor,Signal-scored inbound,A. Chouhan,3.34,2026-06-08,Lead,,,,,,,
2625,Lumen Studio II,Pet,Signal-scored inbound,R. Iyer,7.87,2026-06-25,Lead,,,,,,,
2626,Rosemere Baby III,Kitchen,Outbound LinkedIn,A. Chouhan,8.67,2026-06-30,Lead,,,,,,,
2627,Silverline Home Co II,Skin,Outbound LinkedIn,R. Iyer,5.47,2026-06-02,Lead,,,,,,,
2628,Lumen Goods Co IV,Kitchen,Outbound LinkedIn,S. Kapoor,8.55,2026-06-26,MQL,2026-07-02,,,,,,
2629,Marigold Pet Supply II,Gadgets,Outbound LinkedIn,R. Iyer,3.54,2026-06-15,Lead,,,,,,,
2630,Tiny Sprout Living VIII,Baby,Signal-scored inbound,A. Chouhan,8.24,2026-06-04,MQL,2026-06-06,,,,,,
2631,Aurora Outdoor IV,Baby,Referral,A. Chouhan,7.7,2026-06-24,Lead,,,,,,,
2632,Cinderwood Baby IV,Home,Outbound LinkedIn,R. Iyer,7.1,2026-06-11,Lead,,,,,,,
2633,Glow Ritual Beauty VI,Beauty,Cold email sequence,A. Chouhan,8.97,2026-06-30,MQL,2026-07-01,,,,,,
2634,Tiny Sprout Home Co III,Pet,Cold email sequence,A. Chouhan,4.37,2026-06-23,MQL,2026-06-26,,,,,,
2635,Cascade Works IV,Gadgets,Cold email sequence,R. Iyer,6.94,2026-06-06,Lead,,,,,,,
2636,Silverline Gadgets IV,Outdoor,Signal-scored inbound,A. Chouhan,3.52,2026-06-07,MQL,2026-06-12,,,,,,
2637,Cascade Beauty V,Baby,Signal-scored inbound,R. Iyer,7.92,2026-06-08,MQL,2026-06-14,,,,,,
2638,Verdant Supply Co VIII,Skin,Signal-scored inbound,R. Iyer,8.36,2026-06-24,MQL,2026-06-25,,,,,,
2639,Rosemere Pet Supply IV,Skin,Cold email sequence,A. Chouhan,3.4,2026-06-16,Opportunity,2026-06-22,2026-06-30,2026-07-10,,600,,
2640,Rosemere Baby IV,Kitchen,Outbound LinkedIn,R. Iyer,7.54,2026-06-20,Lead,,,,,,,
2641,Tiny Sprout Pet Supply III,Kitchen,Outbound LinkedIn,S. Kapoor,8.27,2026-06-12,Lead,,,,,,,
2642,Foxglove Works IV,Kitchen,Outbound LinkedIn,S. Kapoor,4.24,2026-06-19,MQL,2026-06-25,,,,,,
2643,Halcyon Studio VII,Kitchen,Content/organic,R. Iyer,6.01,2026-06-29,Lead,,,,,,,
2644,Aurora Skin Co III,Pet,Outbound LinkedIn,A. Chouhan,8.68,2026-06-26,Opportunity,2026-07-02,2026-07-09,2026-07-14,,800,,
2645,Bluebell Kitchen Co IV,Baby,Signal-scored inbound,R. Iyer,3.97,2026-06-11,MQL,2026-06-15,,,,,,
2646,Verdant Pet Supply III,Gadgets,Signal-scored inbound,S. Kapoor,7.7,2026-06-14,MQL,2026-06-16,,,,,,
2647,Rosemere Gadgets III,Kitchen,Content/organic,A. Chouhan,9.19,2026-06-23,SQL,2026-06-26,2026-07-06,,,,,
2648,Wren & Co Kitchen Co III,Pet,Outbound LinkedIn,R. Iyer,7.1,2026-06-11,Lead,,,,,,,
2649,Rosemere Supply Co IV,Baby,Outbound LinkedIn,S. Kapoor,4.83,2026-06-24,MQL,2026-06-30,,,,,,
2650,Marigold Works V,Baby,Signal-scored inbound,R. Iyer,5.71,2026-06-07,Lead,,,,,,,
2651,Coral & Co Outdoor II,Kitchen,Cold email sequence,R. Iyer,8.11,2026-06-18,MQL,2026-06-21,,,,,,
2652,Larkspur Skin Co III,Kitchen,Cold email sequence,S. Kapoor,9.31,2026-06-08,Lead,,,,,,,
2653,Cobalt Outdoor V,Gadgets,Outbound LinkedIn,R. Iyer,8.79,2026-06-11,Lead,,,,,,,
2654,Glow Ritual Goods Co IV,Home,Cold email sequence,A. Chouhan,6.44,2026-06-15,Lead,,,,,,,
2655,Larkspur Pet Supply V,Baby,Outbound LinkedIn,A. Chouhan,8.14,2026-06-09,Lead,,,,,,,
2656,Marigold Gadgets II,Outdoor,Signal-scored inbound,S. Kapoor,3.02,2026-06-12,Lead,,,,,,,
2657,Meridian Skin Co VI,Skin,Content/organic,R. Iyer,9.4,2026-06-20,Lead,,,,,,,
2658,Cascade Kitchen Co V,Baby,Signal-scored inbound,A. Chouhan,7.78,2026-06-07,Lead,,,,,,,
2659,Thistle Naturals IV,Gadgets,Cold email sequence,R. Iyer,7.55,2026-06-28,Opportunity,2026-07-01,2026-07-07,2026-07-16,,600,,
2660,Halcyon Skin Co IV,Outdoor,Cold email sequence,S. Kapoor,4.02,2026-06-15,Lead,,,,,,,
2661,Glow Ritual Pet Supply III,Outdoor,Signal-scored inbound,S. Kapoor,6.94,2026-06-10,MQL,2026-06-12,,,,,,
2662,Hearthstone Beauty III,Beauty,Referral,S. Kapoor,6.1,2026-06-05,MQL,2026-06-11,,,,,,
2663,Hearthstone Supply Co III,Kitchen,Outbound LinkedIn,R. Iyer,6.99,2026-06-25,MQL,2026-06-28,,,,,,
2664,Foxglove Gadgets III,Beauty,Cold email sequence,S. Kapoor,3.86,2026-06-03,Lead,,,,,,,
2665,Aurora Skin Co IV,Baby,Outbound LinkedIn,S. Kapoor,4.53,2026-06-25,MQL,2026-06-28,,,,,,
2666,Driftwood Living VI,Baby,Outbound LinkedIn,S. Kapoor,3.4,2026-06-14,Lead,,,,,,,
2667,Ember Skin Co VII,Baby,Cold email sequence,R. Iyer,4.03,2026-06-25,Lead,,,,,,,
2668,Lumen Outdoor V,Gadgets,Signal-scored inbound,S. Kapoor,6.62,2026-06-02,Lead,,,,,,,
2669,Coral & Co Outdoor III,Outdoor,Signal-scored inbound,A. Chouhan,7.93,2026-06-05,Lead,,,,,,,
2670,Aurora Living V,Kitchen,Outbound LinkedIn,S. Kapoor,7.36,2026-06-01,Lead,,,,,,,
2671,Verdant Works VIII,Beauty,Cold email sequence,S. Kapoor,5.7,2026-06-03,SQL,2026-06-08,2026-06-13,,,,,
2672,Hearthstone Collective VI,Baby,Outbound LinkedIn,R. Iyer,6.31,2026-06-27,SQL,2026-06-29,2026-07-01,,,,,
2673,Silverline Naturals V,Skin,Outbound LinkedIn,S. Kapoor,5.52,2026-06-27,MQL,2026-07-02,,,,,,
2674,Cascade Living III,Skin,Outbound LinkedIn,S. Kapoor,4.85,2026-06-01,Lead,,,,,,,
2675,Pinehaven Goods Co V,Gadgets,Signal-scored inbound,A. Chouhan,5.52,2026-06-04,Lead,,,,,,,
2676,Cinderwood Kitchen Co IV,Gadgets,Cold email sequence,S. Kapoor,7.86,2026-06-27,Lead,,,,,,,
2677,Cascade Naturals IV,Kitchen,Outbound LinkedIn,S. Kapoor,7.07,2026-06-19,Lead,,,,,,,
2678,Basalt Pet Supply IV,Gadgets,Outbound LinkedIn,R. Iyer,3.08,2026-06-27,MQL,2026-06-30,,,,,,
2679,Silverline Goods Co IV,Kitchen,Outbound LinkedIn,R. Iyer,6.91,2026-06-06,Lead,,,,,,,
2680,Meridian Naturals VI,Gadgets,Signal-scored inbound,A. Chouhan,8.75,2026-06-28,MQL,2026-06-29,,,,,,
2681,Lumen Home Co VI,Skin,Outbound LinkedIn,S. Kapoor,6.69,2026-06-06,SQL,2026-06-09,2026-06-14,,,,,
2682,Silverline Collective II,Baby,Signal-scored inbound,S. Kapoor,3.15,2026-06-25,MQL,2026-06-26,,,,,,
2683,Lumen Studio III,Gadgets,Signal-scored inbound,S. Kapoor,7.84,2026-06-22,Lead,,,,,,,
2684,Larkspur Works IV,Home,Signal-scored inbound,A. Chouhan,7.71,2026-06-15,Lead,,,,,,,
2685,Windrow Pet Supply IV,Skin,Signal-scored inbound,S. Kapoor,6.12,2026-06-24,Lead,,,,,,,
2686,Cascade Baby VI,Pet,Cold email sequence,A. Chouhan,3.24,2026-06-14,Lead,,,,,,,
2687,Driftwood Baby Goods II,Beauty,Outbound LinkedIn,A. Chouhan,7.27,2026-06-25,Lead,,,,,,,
2688,Coral & Co Naturals II,Outdoor,Signal-scored inbound,R. Iyer,3.16,2026-06-09,Lead,,,,,,,
2689,Cascade Outdoor V,Outdoor,Cold email sequence,S. Kapoor,3.29,2026-06-19,Lead,,,,,,,
2690,Driftwood Works II,Gadgets,Cold email sequence,S. Kapoor,3.31,2026-06-12,MQL,2026-06-15,,,,,,
2691,Meridian Baby Goods II,Kitchen,Cold email sequence,R. Iyer,7.72,2026-06-18,MQL,2026-06-24,,,,,,
2692,Driftwood Baby Goods III,Pet,Outbound LinkedIn,R. Iyer,7.99,2026-06-05,Lead,,,,,,,
2693,Foxglove Works V,Pet,Outbound LinkedIn,R. Iyer,3.56,2026-06-09,Lead,,,,,,,
2694,Solace Collective IV,Outdoor,Outbound LinkedIn,S. Kapoor,8.6,2026-06-06,Lead,,,,,,,
2695,Solace Skin Co III,Kitchen,Outbound LinkedIn,S. Kapoor,4.04,2026-06-26,Lead,,,,,,,
2696,Basalt Kitchen Co IV,Pet,Signal-scored inbound,R. Iyer,8.72,2026-06-17,Lead,,,,,,,
2697,Thistle Beauty IV,Beauty,Signal-scored inbound,S. Kapoor,7.32,2026-06-06,Lead,,,,,,,
2698,Rosemere Living VIII,Outdoor,Signal-scored inbound,S. Kapoor,8.44,2026-06-12,Lead,,,,,,,
2699,Ember Goods Co III,Gadgets,Outbound LinkedIn,S. Kapoor,5.65,2026-06-25,Lead,,,,,,,
2700,Northfield Studio VI,Home,Referral,A. Chouhan,7.66,2026-06-29,Lead,,,,,,,
2701,Thistle Beauty V,Outdoor,Signal-scored inbound,A. Chouhan,7.52,2026-06-10,MQL,2026-06-14,,,,,,
2702,Cascade Beauty VI,Gadgets,Signal-scored inbound,A. Chouhan,4.92,2026-06-07,SQL,2026-06-13,2026-06-19,,,,,
2703,Glow Ritual Supply Co II,Kitchen,Cold email sequence,A. Chouhan,7.54,2026-06-10,SQL,2026-06-13,2026-06-21,,,,,
2704,Opaline Works IV,Beauty,Cold email sequence,A. Chouhan,6.25,2026-06-12,MQL,2026-06-18,,,,,,
2705,Wren & Co Goods Co VI,Baby,Outbound LinkedIn,S. Kapoor,7.03,2026-06-12,Lead,,,,,,,
2706,Rosemere Works VII,Beauty,Outbound LinkedIn,R. Iyer,7.93,2026-06-03,SQL,2026-06-08,2026-06-13,,,,,
2707,Coral & Co Beauty V,Outdoor,Outbound LinkedIn,R. Iyer,4.57,2026-06-16,MQL,2026-06-19,,,,,,
2708,Coral & Co Studio IV,Gadgets,Outbound LinkedIn,A. Chouhan,3.07,2026-06-05,Lead,,,,,,,
2709,Rosemere Home Co III,Outdoor,Signal-scored inbound,A. Chouhan,6.01,2026-06-23,Lead,,,,,,,
2710,Wren & Co Gadgets VIII,Skin,Outbound LinkedIn,S. Kapoor,6.36,2026-06-06,Lead,,,,,,,
2711,Verdant Baby Goods V,Beauty,Signal-scored inbound,R. Iyer,5.77,2026-06-22,Opportunity,2026-06-23,2026-07-02,2026-07-11,,2200,,
2712,Wren & Co Baby Goods VI,Pet,Signal-scored inbound,A. Chouhan,4.45,2026-06-28,Lead,,,,,,,
2713,Cinderwood Works VI,Gadgets,Cold email sequence,S. Kapoor,9.16,2026-06-04,SQL,2026-06-06,2026-06-08,,,,,
2714,Marigold Supply Co VI,Beauty,Cold email sequence,S. Kapoor,5.39,2026-06-18,SQL,2026-06-22,2026-06-30,,,,,
2715,Driftwood Baby III,Baby,Signal-scored inbound,S. Kapoor,5.32,2026-06-13,Lead,,,,,,,
2716,Northfield Skin Co V,Baby,Signal-scored inbound,A. Chouhan,6.71,2026-06-22,MQL,2026-06-28,,,,,,
2717,Marigold Pet Supply III,Outdoor,Signal-scored inbound,S. Kapoor,4.21,2026-06-14,MQL,2026-06-15,,,,,,
2718,Aurora Naturals V,Home,Cold email sequence,R. Iyer,3.07,2026-06-02,Lead,,,,,,,
2719,Hearthstone Beauty IV,Skin,Outbound LinkedIn,A. Chouhan,4.97,2026-06-26,MQL,2026-06-28,,,,,,
2720,Wren & Co Kitchen Co IV,Gadgets,Cold email sequence,R. Iyer,6.11,2026-06-04,MQL,2026-06-09,,,,,,
2721,Amberlight Baby VI,Home,Cold email sequence,S. Kapoor,3.95,2026-06-25,MQL,2026-06-30,,,,,,
2722,Tiny Sprout Baby Goods II,Gadgets,Cold email sequence,R. Iyer,8.46,2026-06-12,Lead,,,,,,,
2723,Basalt Pet Supply V,Pet,Signal-scored inbound,R. Iyer,3.28,2026-06-11,Lead,,,,,,,
2724,Hearthstone Kitchen Co V,Kitchen,Outbound LinkedIn,S. Kapoor,8.44,2026-06-08,Lead,,,,,,,
2725,Aurora Works V,Pet,Cold email sequence,S. Kapoor,4.02,2026-06-20,Lead,,,,,,,
2726,Meridian Baby VI,Pet,Outbound LinkedIn,R. Iyer,3.43,2026-06-03,Lead,,,,,,,
2727,Foxglove Skin Co V,Beauty,Outbound LinkedIn,R. Iyer,4.83,2026-06-21,Lead,,,,,,,
2728,Opaline Living II,Skin,Referral,S. Kapoor,5.13,2026-06-10,Lead,,,,,,,
2729,Meridian Works V,Pet,Cold email sequence,S. Kapoor,6.83,2026-06-18,Lead,,,,,,,
2730,Cobalt Skin Co IV,Outdoor,Signal-scored inbound,S. Kapoor,6.18,2026-06-11,Lead,,,,,,,
2731,Cobalt Baby III,Skin,Cold email sequence,R. Iyer,8.69,2026-06-20,Lead,,,,,,,
2732,Solace Living IV,Gadgets,Outbound LinkedIn,R. Iyer,9.32,2026-06-07,Lead,,,,,,,
2733,Thistle Supply Co III,Skin,Signal-scored inbound,R. Iyer,7.35,2026-06-07,Lead,,,,,,,
2734,Larkspur Skin Co IV,Skin,Signal-scored inbound,S. Kapoor,5.35,2026-06-18,Lead,,,,,,,
2735,Cascade Studio V,Home,Signal-scored inbound,S. Kapoor,8.69,2026-06-21,MQL,2026-06-26,,,,,,
2736,Basalt Living IV,Home,Referral,R. Iyer,5.44,2026-06-13,Lead,,,,,,,
2737,Lumen Studio IV,Kitchen,Signal-scored inbound,S. Kapoor,3.47,2026-06-04,Lead,,,,,,,
2738,Basalt Goods Co V,Beauty,Signal-scored inbound,R. Iyer,9.03,2026-06-15,Lead,,,,,,,
2739,Amberlight Pet Supply II,Pet,Signal-scored inbound,A. Chouhan,9.38,2026-06-21,Lead,,,,,,,
2740,Cobalt Beauty III,Outdoor,Outbound LinkedIn,R. Iyer,3.78,2026-06-06,Closed Won,2026-06-07,2026-06-10,2026-06-21,2026-07-02,1500,Won,
2741,Glow Ritual Supply Co III,Gadgets,Signal-scored inbound,S. Kapoor,6.68,2026-06-01,MQL,2026-06-06,,,,,,
2742,Verdant Supply Co IX,Gadgets,Signal-scored inbound,S. Kapoor,6.92,2026-06-25,MQL,2026-06-30,,,,,,
2743,Northfield Skin Co VI,Beauty,Outbound LinkedIn,R. Iyer,7.96,2026-06-06,Lead,,,,,,,
2744,Basalt Goods Co VI,Gadgets,Outbound LinkedIn,A. Chouhan,9.2,2026-06-03,Lead,,,,,,,
2745,Cobalt Pet Supply V,Outdoor,Signal-scored inbound,A. Chouhan,8.49,2026-06-08,SQL,2026-06-13,2026-06-17,,,,,
2746,Lumen Beauty III,Beauty,Signal-scored inbound,R. Iyer,5.83,2026-06-28,Lead,,,,,,,
2747,Ember Studio II,Gadgets,Signal-scored inbound,A. Chouhan,5.66,2026-06-15,MQL,2026-06-21,,,,,,
2748,Cinderwood Goods Co V,Beauty,Outbound LinkedIn,R. Iyer,4.33,2026-06-22,Lead,,,,,,,
2749,Wren & Co Living VI,Kitchen,Signal-scored inbound,S. Kapoor,7.0,2026-06-27,MQL,2026-06-29,,,,,,
2750,Coral & Co Baby V,Pet,Signal-scored inbound,R. Iyer,4.35,2026-06-11,MQL,2026-06-14,,,,,,
2751,Verdant Outdoor II,Pet,Outbound LinkedIn,R. Iyer,9.24,2026-06-22,Lead,,,,,,,
2752,Northfield Baby IV,Outdoor,Cold email sequence,A. Chouhan,5.53,2026-06-12,MQL,2026-06-13,,,,,,
2753,Silverline Studio V,Pet,Signal-scored inbound,R. Iyer,5.26,2026-06-09,MQL,2026-06-12,,,,,,
2754,Bluebell Outdoor VI,Gadgets,Referral,R. Iyer,5.37,2026-06-25,MQL,2026-07-01,,,,,,
2755,Tiny Sprout Gadgets VIII,Skin,Signal-scored inbound,R. Iyer,5.95,2026-06-10,MQL,2026-06-14,,,,,,
2756,Opaline Baby Goods II,Gadgets,Outbound LinkedIn,A. Chouhan,6.38,2026-06-08,Lead,,,,,,,
2757,Cobalt Gadgets III,Home,Signal-scored inbound,R. Iyer,9.12,2026-06-29,MQL,2026-06-30,,,,,,
2758,Cascade Baby VII,Baby,Cold email sequence,R. Iyer,8.31,2026-06-06,Lead,,,,,,,
2759,Foxglove Studio V,Kitchen,Cold email sequence,A. Chouhan,6.47,2026-06-06,MQL,2026-06-07,,,,,,
2760,Bluebell Pet Supply II,Beauty,Outbound LinkedIn,A. Chouhan,5.56,2026-06-06,MQL,2026-06-08,,,,,,
2761,Northfield Collective III,Skin,Outbound LinkedIn,R. Iyer,4.14,2026-06-04,Lead,,,,,,,
2762,Bluebell Gadgets III,Baby,Content/organic,A. Chouhan,3.0,2026-06-15,Lead,,,,,,,
2763,Meridian Goods Co V,Pet,Referral,R. Iyer,9.25,2026-06-17,MQL,2026-06-22,,,,,,
2764,Basalt Goods Co VII,Skin,Outbound LinkedIn,R. Iyer,4.08,2026-06-28,Lead,,,,,,,
2765,Wren & Co Gadgets IX,Gadgets,Signal-scored inbound,R. Iyer,8.47,2026-06-04,Lead,,,,,,,
2766,Driftwood Goods Co V,Pet,Signal-scored inbound,A. Chouhan,5.04,2026-06-07,Lead,,,,,,,
2767,Cascade Supply Co IV,Home,Outbound LinkedIn,S. Kapoor,8.14,2026-06-24,MQL,2026-06-27,,,,,,
2768,Aurora Home Co III,Gadgets,Referral,R. Iyer,6.16,2026-06-15,Lead,,,,,,,
2769,Marigold Kitchen Co V,Outdoor,Signal-scored inbound,A. Chouhan,4.59,2026-06-05,Lead,,,,,,,
2770,Opaline Beauty II,Skin,Outbound LinkedIn,R. Iyer,6.02,2026-06-13,Lead,,,,,,,
2771,Cinderwood Supply Co IV,Baby,Outbound LinkedIn,R. Iyer,8.34,2026-06-18,Opportunity,2026-06-22,2026-06-29,2026-07-10,,800,,
2772,Glow Ritual Skin Co V,Skin,Signal-scored inbound,S. Kapoor,4.42,2026-06-17,MQL,2026-06-21,,,,,,
2773,Wren & Co Studio V,Kitchen,Cold email sequence,R. Iyer,5.39,2026-06-26,Lead,,,,,,,
2774,Glow Ritual Studio V,Outdoor,Outbound LinkedIn,S. Kapoor,3.24,2026-06-25,Lead,,,,,,,
2775,Silverline Baby III,Home,Content/organic,R. Iyer,5.15,2026-06-23,Lead,,,,,,,
2776,Silverline Pet Supply IV,Home,Signal-scored inbound,A. Chouhan,3.61,2026-06-13,Opportunity,2026-06-15,2026-06-21,2026-06-26,,800,,
2777,Windrow Kitchen Co V,Pet,Cold email sequence,A. Chouhan,5.77,2026-06-19,Opportunity,2026-06-21,2026-06-24,2026-06-27,,900,,
2778,Meridian Baby VII,Gadgets,Outbound LinkedIn,A. Chouhan,9.01,2026-06-16,MQL,2026-06-22,,,,,,
2779,Larkspur Living IV,Kitchen,Referral,R. Iyer,6.75,2026-06-18,Lead,,,,,,,
2780,Basalt Living V,Kitchen,Outbound LinkedIn,S. Kapoor,7.43,2026-06-23,Lead,,,,,,,
2781,Rosemere Pet Supply V,Gadgets,Signal-scored inbound,A. Chouhan,5.82,2026-06-09,MQL,2026-06-14,,,,,,
2782,Silverline Goods Co V,Beauty,Content/organic,R. Iyer,8.21,2026-06-09,MQL,2026-06-11,,,,,,
2783,Cinderwood Outdoor V,Gadgets,Outbound LinkedIn,A. Chouhan,9.02,2026-06-23,Lead,,,,,,,
2784,Marigold Supply Co VII,Pet,Outbound LinkedIn,R. Iyer,4.94,2026-06-08,MQL,2026-06-12,,,,,,
2785,Rosemere Baby V,Kitchen,Content/organic,A. Chouhan,5.83,2026-06-27,MQL,2026-07-01,,,,,,
2786,Hearthstone Living V,Kitchen,Signal-scored inbound,A. Chouhan,6.16,2026-06-16,Lead,,,,,,,
2787,Ember Kitchen Co IV,Pet,Outbound LinkedIn,A. Chouhan,4.86,2026-06-20,Lead,,,,,,,
2788,Solace Baby Goods,Kitchen,Outbound LinkedIn,A. Chouhan,3.65,2026-06-03,Lead,,,,,,,
2789,Hearthstone Skin Co III,Pet,Outbound LinkedIn,A. Chouhan,9.07,2026-06-26,Lead,,,,,,,
2790,Pinehaven Skin Co V,Beauty,Signal-scored inbound,A. Chouhan,3.21,2026-06-10,Lead,,,,,,,
2791,Marigold Collective IV,Baby,Signal-scored inbound,R. Iyer,5.15,2026-06-02,Lead,,,,,,,
2792,Tiny Sprout Gadgets IX,Beauty,Referral,A. Chouhan,8.13,2026-06-29,SQL,2026-07-03,2026-07-09,,,,,
2793,Thistle Baby VI,Skin,Signal-scored inbound,R. Iyer,6.94,2026-06-09,MQL,2026-06-15,,,,,,
2794,Meridian Outdoor V,Skin,Signal-scored inbound,R. Iyer,7.32,2026-06-23,MQL,2026-06-27,,,,,,
2795,Thistle Naturals V,Skin,Cold email sequence,R. Iyer,5.72,2026-06-30,MQL,2026-07-03,,,,,,
2796,Cascade Outdoor VI,Outdoor,Signal-scored inbound,A. Chouhan,3.24,2026-06-02,Lead,,,,,,,
2797,Glow Ritual Skin Co VI,Baby,Content/organic,A. Chouhan,3.97,2026-06-03,MQL,2026-06-06,,,,,,
2798,Windrow Outdoor V,Outdoor,Outbound LinkedIn,A. Chouhan,9.04,2026-06-22,Lead,,,,,,,
2799,Amberlight Naturals II,Gadgets,Referral,S. Kapoor,3.22,2026-06-06,SQL,2026-06-09,2026-06-11,,,,,
2800,Wren & Co Pet Supply IV,Pet,Signal-scored inbound,R. Iyer,6.01,2026-06-13,Lead,,,,,,,
2801,Cinderwood Living,Outdoor,Signal-scored inbound,R. Iyer,7.84,2026-06-23,MQL,2026-06-26,,,,,,
2802,Foxglove Baby Goods VI,Beauty,Referral,A. Chouhan,9.2,2026-06-14,Opportunity,2026-06-17,2026-06-21,2026-07-03,,1200,,
2803,Opaline Kitchen Co II,Home,Outbound LinkedIn,A. Chouhan,7.1,2026-06-23,MQL,2026-06-28,,,,,,
2804,Hearthstone Beauty V,Outdoor,Cold email sequence,S. Kapoor,4.31,2026-06-05,MQL,2026-06-11,,,,,,
2805,Silverline Pet Supply V,Pet,Referral,S. Kapoor,6.98,2026-06-20,MQL,2026-06-26,,,,,,
2806,Halcyon Naturals IX,Outdoor,Signal-scored inbound,R. Iyer,3.12,2026-06-19,Lead,,,,,,,
2807,Wren & Co Baby II,Outdoor,Referral,R. Iyer,9.04,2026-06-30,Lead,,,,,,,
2808,Windrow Outdoor VI,Kitchen,Referral,A. Chouhan,5.92,2026-06-10,Lead,,,,,,,
2809,Cinderwood Gadgets IV,Gadgets,Cold email sequence,S. Kapoor,4.65,2026-06-09,Closed Lost,2026-06-11,2026-06-20,2026-06-23,2026-06-30,1200,Lost,Timing not right
2810,Amberlight Supply Co III,Beauty,Outbound LinkedIn,S. Kapoor,8.17,2026-06-21,Lead,,,,,,,
2811,Foxglove Gadgets IV,Outdoor,Content/organic,A. Chouhan,6.47,2026-06-18,MQL,2026-06-19,,,,,,
2812,Opaline Goods Co II,Kitchen,Signal-scored inbound,S. Kapoor,4.3,2026-06-22,Lead,,,,,,,
2813,Solace Outdoor V,Outdoor,Signal-scored inbound,A. Chouhan,9.05,2026-06-24,MQL,2026-06-30,,,,,,
2814,Lumen Supply Co VII,Home,Referral,A. Chouhan,7.74,2026-06-12,MQL,2026-06-15,,,,,,
2815,Amberlight Baby VII,Baby,Content/organic,A. Chouhan,8.54,2026-06-01,Lead,,,,,,,
2816,Tiny Sprout Pet Supply IV,Home,Signal-scored inbound,R. Iyer,5.19,2026-06-17,Lead,,,,,,,
2817,Foxglove Studio VI,Baby,Outbound LinkedIn,S. Kapoor,4.81,2026-06-03,MQL,2026-06-04,,,,,,
2818,Ember Kitchen Co V,Skin,Cold email sequence,S. Kapoor,8.23,2026-06-26,Lead,,,,,,,
2819,Tiny Sprout Baby Goods III,Home,Outbound LinkedIn,S. Kapoor,8.3,2026-06-18,MQL,2026-06-24,,,,,,
