lead_id,company_name,category,industry,employee_band,segment,icp_fit_score,source_channel,created_date,stage,signal_score,engagement_score,lead_score,owner_rep,mql_date,sql_date,opp_created_date,deal_value_monthly_usd,closed_date,outcome,lost_reason
2512,Coral & Co Skin Co III,Kitchen,Home & Family,1-10,Beachhead,76.6,Outbound LinkedIn,2026-06-17,Lead,6.64,5.2,66.16,S. Kapoor,,,,,,,
2513,Foxglove Pet Supply V,Skin,Health & Beauty,1-10,Beachhead,92.83,Content/organic,2026-06-18,Lead,7.13,5.3,74.42,A. Chouhan,,,,,,,
2514,Cascade Skin Co II,Beauty,Health & Beauty,11-50,Beachhead,83.17,Cold email sequence,2026-06-28,Lead,5.27,6.3,67.98,R. Iyer,,,,,,,
2515,Marigold Collective V,Kitchen,Home & Family,11-50,Beachhead,73.1,Cold email sequence,2026-06-01,MQL,7.24,5.6,67.76,S. Kapoor,2026-06-06,,,,,,
2516,Cinderwood Baby V,Gadgets,Consumer Electronics,1-10,Beachhead,77.28,Cold email sequence,2026-06-20,MQL,6.91,8.5,77.14,R. Iyer,2026-06-22,,,,,,
2517,Verdant Kitchen Co IV,Beauty,Health & Beauty,51-200,Core ICP,67.97,Signal-scored inbound,2026-06-02,Lead,5.19,5.6,59.56,A. Chouhan,,,,,,,
2518,Bluebell Gadgets II,Beauty,Health & Beauty,1-10,Beachhead,96.38,Cold email sequence,2026-06-30,MQL,8.55,5.3,80.1,R. Iyer,2026-07-02,,,,,,
2519,Lumen Living,Gadgets,Consumer Electronics,1-10,Beachhead,76.0,Outbound LinkedIn,2026-06-16,Lead,6.4,6.5,69.1,R. Iyer,,,,,,,
2520,Hearthstone Baby III,Gadgets,Consumer Electronics,1-10,Beachhead,71.08,Content/organic,2026-06-22,Lead,4.43,4.3,54.62,S. Kapoor,,,,,,,
2521,Cinderwood Naturals III,Home,Home & Family,1-10,Beachhead,72.33,Outbound LinkedIn,2026-06-04,Lead,4.93,2.8,52.12,A. Chouhan,,,,,,,
2522,Solace Supply Co II,Kitchen,Home & Family,1-10,Core ICP,69.65,Cold email sequence,2026-06-02,MQL,3.86,7.1,60.74,R. Iyer,2026-06-08,,,,,,
2523,Larkspur Outdoor IV,Outdoor,Lifestyle & Outdoor,11-50,Core ICP,60.53,Cold email sequence,2026-06-15,Lead,8.21,7.8,72.24,R. Iyer,,,,,,,
2524,Cobalt Baby Goods VI,Gadgets,Consumer Electronics,1-10,Beachhead,81.97,Outbound LinkedIn,2026-06-07,SQL,8.79,3.4,69.36,R. Iyer,2026-06-10,2026-06-18,,,,,
2525,Pinehaven Kitchen Co V,Home,Home & Family,51-200,Core ICP,61.85,Content/organic,2026-06-16,Lead,8.74,3.7,62.06,A. Chouhan,,,,,,,
2526,Coral & Co Supply Co II,Beauty,Health & Beauty,11-50,Beachhead,78.33,Outbound LinkedIn,2026-06-18,MQL,3.33,5.4,57.52,S. Kapoor,2026-06-22,,,,,,
2527,Cinderwood Studio IV,Baby,Home & Family,201-500,Core ICP,59.12,Outbound LinkedIn,2026-06-19,Lead,5.65,8.2,65.2,A. Chouhan,,,,,,,
2528,Halcyon Naturals,Kitchen,Home & Family,1-10,Beachhead,78.3,Referral,2026-06-14,MQL,7.32,8.0,77.28,R. Iyer,2026-06-18,,,,,,
2529,Ember Outdoor IV,Baby,Home & Family,11-50,Beachhead,90.9,Cold email sequence,2026-06-12,MQL,8.36,6.7,81.54,A. Chouhan,2026-06-18,,,,,,
2530,Coral & Co Supply Co III,Baby,Home & Family,1-10,Beachhead,94.67,Signal-scored inbound,2026-06-14,Lead,7.87,7.7,84.58,S. Kapoor,,,,,,,
2531,Northfield Home Co VIII,Outdoor,Lifestyle & Outdoor,11-50,Core ICP,53.17,Outbound LinkedIn,2026-06-04,MQL,5.27,7.3,58.98,A. Chouhan,2026-06-10,,,,,,
2532,Lumen Beauty VI,Gadgets,Consumer Electronics,1-10,Beachhead,74.85,Outbound LinkedIn,2026-06-13,SQL,5.94,6.7,67.86,R. Iyer,2026-06-14,2026-06-18,,,,,
2533,Driftwood Naturals III,Beauty,Health & Beauty,11-50,Beachhead,83.25,Signal-scored inbound,2026-06-09,Lead,5.3,4.4,62.4,S. Kapoor,,,,,,,
2534,Wren & Co Outdoor II,Gadgets,Consumer Electronics,51-200,Core ICP,57.48,Cold email sequence,2026-06-13,MQL,6.99,8.0,67.96,A. Chouhan,2026-06-17,,,,,,
2535,Basalt Home Co V,Kitchen,Home & Family,1-10,Beachhead,74.03,Referral,2026-06-30,SQL,5.61,7.5,68.94,R. Iyer,2026-07-02,2026-07-12,,,,,
2536,Coral & Co Outdoor IV,Skin,Health & Beauty,1-10,Beachhead,89.12,Outbound LinkedIn,2026-06-11,Lead,5.65,3.2,62.2,S. Kapoor,,,,,,,
2537,Foxglove Home Co IV,Baby,Home & Family,51-200,Core ICP,64.95,Outbound LinkedIn,2026-06-19,Lead,3.98,8.2,62.52,A. Chouhan,,,,,,,
2538,Cascade Studio VIII,Home,Home & Family,51-200,Core ICP,53.55,Cold email sequence,2026-06-29,Lead,5.42,9.2,65.28,R. Iyer,,,,,,,
2539,Lumen Living VII,Outdoor,Lifestyle & Outdoor,11-50,Core ICP,59.52,Outbound LinkedIn,2026-06-07,MQL,7.81,3.1,56.54,S. Kapoor,2026-06-12,,,,,,
2540,Tiny Sprout Pet Supply III,Home,Home & Family,11-50,Beachhead,77.17,Outbound LinkedIn,2026-06-12,Lead,8.87,4.7,71.58,R. Iyer,,,,,,,
2541,Cobalt Beauty II,Baby,Home & Family,11-50,Beachhead,82.75,Cold email sequence,2026-06-30,Lead,5.1,9.3,76.3,A. Chouhan,,,,,,,
2542,Rosemere Skin Co VII,Kitchen,Home & Family,1-10,Beachhead,83.75,Signal-scored inbound,2026-06-10,Lead,9.5,7.3,83.9,S. Kapoor,,,,,,,
2543,Coral & Co Gadgets IV,Kitchen,Home & Family,1-10,Beachhead,76.4,Signal-scored inbound,2026-06-01,MQL,6.56,7.0,71.24,R. Iyer,2026-06-02,,,,,,
2544,Solace Works,Home,Home & Family,1-10,Beachhead,83.35,Outbound LinkedIn,2026-06-02,MQL,9.34,7.0,82.36,S. Kapoor,2026-06-04,,,,,,
2545,Voltix Gadgets II,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,56.88,Referral,2026-06-10,MQL,4.75,6.3,55.9,A. Chouhan,2026-06-14,,,,,,
2546,Hearthstone Outdoor V,Beauty,Health & Beauty,1-10,Beachhead,89.62,Cold email sequence,2026-06-12,MQL,5.85,7.7,76.5,R. Iyer,2026-06-14,,,,,,
2547,Thistle Beauty II,Home,Home & Family,1-10,Beachhead,73.3,Outbound LinkedIn,2026-06-11,Lead,5.32,7.4,67.48,S. Kapoor,,,,,,,
2548,Halcyon Beauty III,Kitchen,Home & Family,11-50,Core ICP,66.83,Outbound LinkedIn,2026-06-28,SQL,4.73,10.7,73.02,A. Chouhan,2026-07-04,2026-07-14,,,,,
2549,Tiny Sprout Skin Co II,Kitchen,Home & Family,1-10,Beachhead,78.8,Cold email sequence,2026-06-21,Lead,7.52,8.4,79.28,R. Iyer,,,,,,,
2550,Coral & Co Outdoor V,Baby,Home & Family,11-50,Beachhead,83.08,Signal-scored inbound,2026-06-15,Lead,5.23,6.4,68.12,A. Chouhan,,,,,,,
2551,Solace Beauty VI,Skin,Health & Beauty,11-50,Beachhead,83.05,Outbound LinkedIn,2026-06-26,Opportunity,5.22,7.4,71.08,R. Iyer,2026-06-30,2026-07-09,2026-07-16,1100.0,,,
2552,Coral & Co Goods Co III,Pet,Lifestyle & Outdoor,1-10,Core ICP,58.27,Cold email sequence,2026-06-08,Lead,5.31,5.7,56.34,S. Kapoor,,,,,,,
2553,Bluebell Goods Co III,Skin,Health & Beauty,11-50,Beachhead,92.67,Referral,2026-06-02,MQL,9.07,5.6,81.08,S. Kapoor,2026-06-05,,,,,,
2554,Voltix Works V,Home,Home & Family,1-10,Beachhead,73.38,Outbound LinkedIn,2026-06-16,Lead,5.35,7.9,69.1,A. Chouhan,,,,,,,
2555,Cascade Kitchen Co IV,Kitchen,Home & Family,11-50,Beachhead,72.47,Outbound LinkedIn,2026-06-02,Closed Won,6.99,9.0,76.96,S. Kapoor,2026-06-05,2026-06-12,2026-06-22,2650.0,2026-07-04,Won,
2556,Northfield Baby VI,Beauty,Health & Beauty,1-10,Beachhead,96.53,Outbound LinkedIn,2026-06-02,SQL,8.61,4.5,77.94,A. Chouhan,2026-06-07,2026-06-10,,,,,
2557,Coral & Co Skin Co IV,Baby,Home & Family,1-10,Beachhead,83.8,Signal-scored inbound,2026-06-22,MQL,3.52,8.7,70.18,A. Chouhan,2026-06-24,,,,,,
2558,Coral & Co Pet Supply VI,Skin,Health & Beauty,51-200,Beachhead,72.17,Signal-scored inbound,2026-06-14,MQL,6.87,8.0,73.48,R. Iyer,2026-06-20,,,,,,
2559,Wren & Co Works IV,Home,Home & Family,1-10,Beachhead,70.08,Outbound LinkedIn,2026-06-14,Lead,4.03,4.9,54.82,S. Kapoor,,,,,,,
2560,Cinderwood Naturals IV,Beauty,Health & Beauty,11-50,Beachhead,88.75,Signal-scored inbound,2026-06-13,MQL,7.5,6.7,78.1,A. Chouhan,2026-06-18,,,,,,
2561,Cobalt Kitchen Co II,Home,Home & Family,11-50,Beachhead,73.33,Cold email sequence,2026-06-02,Lead,7.33,7.0,72.32,R. Iyer,,,,,,,
2562,Opaline Works V,Home,Home & Family,1-10,Beachhead,74.97,Outbound LinkedIn,2026-06-02,Lead,5.99,5.6,64.76,S. Kapoor,,,,,,,
2563,Ember Collective II,Kitchen,Home & Family,201-500,Adjacent,47.75,Signal-scored inbound,2026-06-09,Lead,7.1,5.8,57.8,A. Chouhan,,,,,,,
2564,Tiny Sprout Skin Co III,Home,Home & Family,11-50,Beachhead,74.12,Outbound LinkedIn,2026-06-12,MQL,7.65,6.4,71.8,R. Iyer,2026-06-15,,,,,,
2565,Larkspur Kitchen Co III,Beauty,Health & Beauty,11-50,Beachhead,80.88,Cold email sequence,2026-06-08,Lead,4.35,4.3,58.3,A. Chouhan,,,,,,,
2566,Halcyon Gadgets IV,Skin,Health & Beauty,1-10,Beachhead,86.17,Content/organic,2026-06-09,Lead,4.47,7.2,69.48,R. Iyer,,,,,,,
2567,Hearthstone Baby Goods,Home,Home & Family,1-10,Beachhead,79.22,Cold email sequence,2026-06-19,Lead,7.69,4.0,66.76,S. Kapoor,,,,,,,
2568,Rosemere Works IV,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,60.52,Referral,2026-06-23,MQL,6.21,8.7,68.94,A. Chouhan,2026-06-24,,,,,,
2569,Voltix Kitchen Co V,Outdoor,Lifestyle & Outdoor,51-200,Adjacent,32.5,Outbound LinkedIn,2026-06-07,Lead,3.0,2.8,30.4,R. Iyer,,,,,,,
2570,Lumen Beauty VII,Kitchen,Home & Family,11-50,Beachhead,70.95,Outbound LinkedIn,2026-06-15,Opportunity,6.38,6.5,67.02,S. Kapoor,2026-06-19,2026-06-26,2026-06-30,2150.0,,,
2571,Hearthstone Pet Supply VII,Pet,Lifestyle & Outdoor,201-500,Poor Fit,27.2,Cold email sequence,2026-06-13,Lead,4.88,4.8,39.92,A. Chouhan,,,,,,,
2572,Northfield Outdoor V,Home,Home & Family,1-10,Beachhead,80.8,Referral,2026-06-24,Lead,8.32,8.7,83.38,A. Chouhan,,,,,,,
2573,Solace Kitchen Co IV,Skin,Health & Beauty,1-10,Beachhead,85.25,Referral,2026-06-24,MQL,4.1,7.5,68.9,R. Iyer,2026-06-26,,,,,,
2574,Cinderwood Goods Co IV,Pet,Lifestyle & Outdoor,11-50,Core ICP,56.28,Signal-scored inbound,2026-06-08,MQL,6.51,7.5,64.54,S. Kapoor,2026-06-12,,,,,,
2575,Halcyon Baby Goods III,Baby,Home & Family,201-500,Core ICP,53.6,Cold email sequence,2026-06-07,MQL,3.44,4.6,45.56,A. Chouhan,2026-06-11,,,,,,
2576,Cinderwood Home Co V,Baby,Home & Family,201-500,Core ICP,62.98,Cold email sequence,2026-06-19,Opportunity,7.19,9.5,75.26,R. Iyer,2026-06-21,2026-06-28,2026-07-07,3950.0,,,
2577,Coral & Co Gadgets V,Home,Home & Family,1-10,Beachhead,75.6,Outbound LinkedIn,2026-06-14,Closed Lost,6.24,5.4,65.16,S. Kapoor,2026-06-20,2026-06-22,2026-06-26,1500.0,2026-07-04,Lost,Unresponsive after SQL
2578,Solace Pet Supply,Baby,Home & Family,1-10,Beachhead,88.53,Referral,2026-06-20,MQL,5.41,4.4,64.84,A. Chouhan,2026-06-24,,,,,,
2579,Basalt Works III,Beauty,Health & Beauty,1-10,Beachhead,91.92,Outbound LinkedIn,2026-06-01,Lead,6.77,7.0,78.08,R. Iyer,,,,,,,
2580,Northfield Pet Supply II,Baby,Home & Family,51-200,Core ICP,64.55,Signal-scored inbound,2026-06-25,Lead,3.82,4.6,51.08,A. Chouhan,,,,,,,
2581,Rosemere Home Co VIII,Pet,Lifestyle & Outdoor,1-10,Core ICP,58.02,Cold email sequence,2026-06-30,Lead,5.21,9.3,66.74,R. Iyer,,,,,,,
2582,Ember Home Co V,Beauty,Health & Beauty,1-10,Beachhead,92.08,Outbound LinkedIn,2026-06-01,Lead,6.83,5.6,74.12,S. Kapoor,,,,,,,
2583,Driftwood Baby II,Beauty,Health & Beauty,1-10,Beachhead,98.75,Outbound LinkedIn,2026-06-18,Opportunity,9.5,6.7,88.1,R. Iyer,2026-06-22,2026-06-28,2026-07-04,1800.0,,,
2584,Halcyon Goods Co V,Outdoor,Lifestyle & Outdoor,11-50,Core ICP,55.85,Content/organic,2026-06-11,MQL,6.34,6.3,60.26,A. Chouhan,2026-06-15,,,,,,
2585,Hearthstone Goods Co V,Pet,Lifestyle & Outdoor,1-10,Core ICP,61.02,Cold email sequence,2026-06-27,Lead,6.41,7.6,66.44,R. Iyer,,,,,,,
2586,Hearthstone Beauty IV,Pet,Lifestyle & Outdoor,11-50,Core ICP,60.98,Outbound LinkedIn,2026-06-24,Lead,8.39,4.5,63.06,A. Chouhan,,,,,,,
2587,Verdant Kitchen Co III,Gadgets,Consumer Electronics,201-500,Adjacent,46.6,Cold email sequence,2026-06-20,Lead,6.64,8.3,63.46,S. Kapoor,,,,,,,
2588,Pinehaven Pet Supply II,Home,Home & Family,11-50,Core ICP,67.67,Signal-scored inbound,2026-06-06,Lead,5.07,2.8,50.68,A. Chouhan,,,,,,,
2589,Driftwood Studio III,Beauty,Health & Beauty,1-10,Beachhead,93.22,Signal-scored inbound,2026-06-21,SQL,7.29,4.7,73.26,R. Iyer,2026-06-24,2026-06-30,,,,,
2590,Pinehaven Pet Supply III,Pet,Lifestyle & Outdoor,11-50,Core ICP,53.83,Cold email sequence,2026-06-20,Lead,5.53,8.3,63.02,S. Kapoor,,,,,,,
2591,Voltix Gadgets III,Beauty,Health & Beauty,51-200,Beachhead,75.8,Cold email sequence,2026-06-20,MQL,8.32,7.1,76.58,R. Iyer,2026-06-24,,,,,,
2592,Amberlight Baby Goods,Beauty,Health & Beauty,11-50,Beachhead,86.25,Cold email sequence,2026-06-15,Opportunity,6.5,9.9,83.7,A. Chouhan,2026-06-20,2026-06-29,2026-07-07,1100.0,,,
2593,Foxglove Home Co V,Gadgets,Consumer Electronics,11-50,Beachhead,74.58,Signal-scored inbound,2026-06-12,Lead,7.83,7.5,75.82,R. Iyer,,,,,,,
2594,Aurora Outdoor #11,Kitchen,Home & Family,1-10,Beachhead,79.53,Outbound LinkedIn,2026-06-08,Lead,7.81,4.3,68.14,S. Kapoor,,,,,,,
2595,Amberlight Home Co IV,Skin,Health & Beauty,51-200,Beachhead,72.92,Signal-scored inbound,2026-06-05,MQL,7.17,2.8,59.08,A. Chouhan,2026-06-09,,,,,,
2596,Driftwood Beauty III,Baby,Home & Family,1-10,Beachhead,91.4,Outbound LinkedIn,2026-06-16,Lead,6.56,7.9,79.94,R. Iyer,,,,,,,
2597,Silverline Baby IV,Pet,Lifestyle & Outdoor,1-10,Core ICP,60.73,Outbound LinkedIn,2026-06-16,MQL,6.29,8.5,68.66,A. Chouhan,2026-06-22,,,,,,
2598,Cascade Naturals III,Beauty,Health & Beauty,11-50,Beachhead,90.55,Content/organic,2026-06-20,MQL,8.22,7.0,81.88,R. Iyer,2026-06-21,,,,,,
2599,Pinehaven Supply Co VI,Pet,Lifestyle & Outdoor,11-50,Core ICP,54.1,Outbound LinkedIn,2026-06-15,MQL,5.64,3.8,49.96,R. Iyer,2026-06-18,,,,,,
2600,Solace Naturals IV,Beauty,Health & Beauty,1-10,Beachhead,91.35,Outbound LinkedIn,2026-06-27,Lead,6.54,6.2,74.76,S. Kapoor,,,,,,,
2601,Ember Kitchen Co III,Kitchen,Home & Family,1-10,Beachhead,78.55,Cold email sequence,2026-06-26,Lead,7.42,8.9,80.38,A. Chouhan,,,,,,,
2602,Verdant Goods Co III,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,60.12,Referral,2026-06-25,MQL,6.05,7.7,65.3,R. Iyer,2026-06-28,,,,,,
2603,Silverline Kitchen Co V,Gadgets,Consumer Electronics,11-50,Core ICP,67.38,Content/organic,2026-06-05,MQL,4.95,3.1,51.1,S. Kapoor,2026-06-10,,,,,,
2604,Solace Pet Supply IV,Beauty,Health & Beauty,1-10,Beachhead,92.42,Signal-scored inbound,2026-06-02,Lead,6.97,2.8,66.28,R. Iyer,,,,,,,
2605,Foxglove Works IV,Home,Home & Family,11-50,Core ICP,67.58,Outbound LinkedIn,2026-06-20,MQL,5.03,4.7,56.22,S. Kapoor,2026-06-26,,,,,,
2606,Windrow Home Co VIII,Pet,Lifestyle & Outdoor,1-10,Core ICP,66.5,Referral,2026-06-18,Lead,8.6,5.3,68.3,S. Kapoor,,,,,,,
2607,Larkspur Works II,Gadgets,Consumer Electronics,11-50,Core ICP,64.62,Cold email sequence,2026-06-12,Lead,3.85,3.3,47.3,A. Chouhan,,,,,,,
2608,Amberlight Home Co V,Skin,Health & Beauty,11-50,Beachhead,82.38,Referral,2026-06-14,Lead,4.95,7.7,70.9,R. Iyer,,,,,,,
2609,Rosemere Home Co IX,Pet,Lifestyle & Outdoor,11-50,Core ICP,55.25,Cold email sequence,2026-06-23,Lead,6.1,5.8,57.8,S. Kapoor,,,,,,,
2610,Hearthstone Kitchen Co V,Beauty,Health & Beauty,1-10,Beachhead,90.25,Signal-scored inbound,2026-06-20,MQL,6.1,7.0,75.4,A. Chouhan,2026-06-21,,,,,,
2611,Ember Supply Co,Beauty,Health & Beauty,11-50,Beachhead,85.92,Outbound LinkedIn,2026-06-01,MQL,6.37,4.2,66.08,R. Iyer,2026-06-07,,,,,,
2612,Northfield Goods Co IV,Kitchen,Home & Family,1-10,Beachhead,72.33,Signal-scored inbound,2026-06-22,Opportunity,4.93,5.9,61.42,S. Kapoor,2026-06-25,2026-07-01,2026-07-10,600.0,,,
2613,Aurora Supply Co II,Kitchen,Home & Family,51-200,Adjacent,47.5,Signal-scored inbound,2026-06-20,MQL,3.0,4.2,40.6,A. Chouhan,2026-06-22,,,,,,
2614,Larkspur Outdoor V,Pet,Lifestyle & Outdoor,11-50,Core ICP,56.65,Signal-scored inbound,2026-06-11,Lead,6.66,4.6,56.44,R. Iyer,,,,,,,
2615,Cobalt Collective II,Beauty,Health & Beauty,1-10,Beachhead,95.28,Outbound LinkedIn,2026-06-11,MQL,8.11,7.7,85.54,A. Chouhan,2026-06-14,,,,,,
2616,Windrow Collective III,Baby,Home & Family,11-50,Beachhead,79.53,Signal-scored inbound,2026-06-12,Lead,3.81,4.7,57.34,S. Kapoor,,,,,,,
2617,Foxglove Beauty III,Home,Home & Family,1-10,Beachhead,73.65,Content/organic,2026-06-21,Lead,5.46,5.6,62.64,A. Chouhan,,,,,,,
2618,Glow Ritual Beauty IV,Gadgets,Consumer Electronics,1-10,Beachhead,71.67,Cold email sequence,2026-06-09,Lead,4.67,5.8,60.08,R. Iyer,,,,,,,
2619,Windrow Studio II,Beauty,Health & Beauty,11-50,Beachhead,82.45,Cold email sequence,2026-06-22,Lead,4.98,8.5,73.42,S. Kapoor,,,,,,,
2620,Verdant Works II,Baby,Home & Family,11-50,Beachhead,81.83,Cold email sequence,2026-06-15,MQL,4.73,5.6,63.72,A. Chouhan,2026-06-21,,,,,,
2621,Verdant Supply Co II,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,63.05,Signal-scored inbound,2026-06-14,MQL,7.22,6.5,66.38,R. Iyer,2026-06-16,,,,,,
2622,Silverline Kitchen Co VI,Skin,Health & Beauty,11-50,Beachhead,88.28,Signal-scored inbound,2026-06-11,MQL,7.31,6.2,75.84,S. Kapoor,2026-06-13,,,,,,
2623,Silverline Studio,Pet,Lifestyle & Outdoor,11-50,Core ICP,55.77,Cold email sequence,2026-06-02,Lead,6.31,5.6,58.04,A. Chouhan,,,,,,,
2624,Pinehaven Beauty II,Gadgets,Consumer Electronics,11-50,Core ICP,68.3,Signal-scored inbound,2026-06-15,Lead,5.32,6.4,62.48,R. Iyer,,,,,,,
2625,Pinehaven Collective V,Beauty,Health & Beauty,51-200,Core ICP,62.5,Cold email sequence,2026-06-16,Lead,3.0,7.9,57.7,S. Kapoor,,,,,,,
2626,Opaline Goods Co III,Pet,Lifestyle & Outdoor,1-10,Core ICP,60.73,Signal-scored inbound,2026-06-21,MQL,6.29,8.9,69.86,A. Chouhan,2026-06-26,,,,,,
2627,Northfield Baby Goods,Beauty,Health & Beauty,1-10,Beachhead,91.45,Signal-scored inbound,2026-06-15,Lead,6.58,3.6,67.12,R. Iyer,,,,,,,
2628,Thistle Pet Supply III,Kitchen,Home & Family,51-200,Core ICP,50.48,Outbound LinkedIn,2026-06-30,MQL,4.19,8.2,57.36,S. Kapoor,2026-07-04,,,,,,
2629,Driftwood Home Co III,Home,Home & Family,51-200,Core ICP,52.88,Referral,2026-06-16,SQL,5.15,6.5,56.1,A. Chouhan,2026-06-22,2026-07-01,,,,,
2630,Meridian Goods Co III,Pet,Lifestyle & Outdoor,1-10,Core ICP,53.6,Outbound LinkedIn,2026-06-30,SQL,3.44,5.5,48.26,R. Iyer,2026-07-02,2026-07-11,,,,,
2631,Cobalt Goods Co II,Skin,Health & Beauty,11-50,Beachhead,87.35,Outbound LinkedIn,2026-06-21,MQL,6.94,8.9,82.46,S. Kapoor,2026-06-27,,,,,,
2632,Tiny Sprout Gadgets V,Kitchen,Home & Family,1-10,Beachhead,78.38,Outbound LinkedIn,2026-06-20,Lead,7.35,5.5,69.9,A. Chouhan,,,,,,,
2633,Wren & Co Goods Co V,Kitchen,Home & Family,201-500,Adjacent,45.75,Signal-scored inbound,2026-06-13,Lead,6.3,4.8,51.6,R. Iyer,,,,,,,
2634,Glow Ritual Baby Goods II,Outdoor,Lifestyle & Outdoor,11-50,Adjacent,48.45,Signal-scored inbound,2026-06-25,MQL,3.38,9.1,56.82,S. Kapoor,2026-06-30,,,,,,
2635,Rosemere Naturals IV,Gadgets,Consumer Electronics,1-10,Core ICP,69.03,Referral,2026-06-16,MQL,3.61,8.4,63.64,A. Chouhan,2026-06-22,,,,,,
2636,Hearthstone Kitchen Co VI,Outdoor,Lifestyle & Outdoor,201-500,Poor Fit,27.2,Cold email sequence,2026-06-06,Lead,4.88,4.2,38.12,R. Iyer,,,,,,,
2637,Solace Pet Supply V,Skin,Health & Beauty,51-200,Beachhead,73.78,Cold email sequence,2026-06-22,Opportunity,7.51,10.6,83.84,S. Kapoor,2026-06-26,2026-07-06,2026-07-18,3500.0,,,
2638,Marigold Pet Supply II,Home,Home & Family,1-10,Beachhead,73.3,Cold email sequence,2026-06-25,Lead,5.32,6.0,63.28,A. Chouhan,,,,,,,
2639,Glow Ritual Baby II,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,65.22,Cold email sequence,2026-06-25,MQL,8.09,9.4,78.56,S. Kapoor,2026-07-01,,,,,,
2640,Cascade Beauty III,Beauty,Health & Beauty,11-50,Beachhead,80.25,Cold email sequence,2026-06-30,Lead,4.1,9.3,72.3,R. Iyer,,,,,,,
2641,Cobalt Goods Co III,Baby,Home & Family,51-200,Beachhead,72.8,Signal-scored inbound,2026-06-12,Lead,7.12,6.1,68.78,S. Kapoor,,,,,,,
2642,Lumen Skin Co IV,Skin,Health & Beauty,11-50,Beachhead,84.08,Content/organic,2026-06-16,MQL,5.63,8.2,75.12,A. Chouhan,2026-06-22,,,,,,
2643,Thistle Supply Co,Gadgets,Consumer Electronics,11-50,Core ICP,63.48,Signal-scored inbound,2026-06-04,Lead,3.39,2.8,43.96,R. Iyer,,,,,,,
2644,Tiny Sprout Studio IV,Skin,Health & Beauty,201-500,Core ICP,63.48,Content/organic,2026-06-24,MQL,7.39,4.7,61.66,S. Kapoor,2026-06-27,,,,,,
2645,Amberlight Skin Co III,Outdoor,Lifestyle & Outdoor,51-200,Adjacent,45.8,Content/organic,2026-06-11,Lead,8.32,6.0,61.28,A. Chouhan,,,,,,,
2646,Cobalt Kitchen Co III,Kitchen,Home & Family,51-200,Core ICP,51.45,Content/organic,2026-06-14,Lead,4.58,3.5,44.82,A. Chouhan,,,,,,,
2647,Basalt Home Co VI,Pet,Lifestyle & Outdoor,1-10,Core ICP,58.88,Signal-scored inbound,2026-06-28,Lead,5.55,7.7,63.3,R. Iyer,,,,,,,
2648,Driftwood Studio IV,Home,Home & Family,201-500,Adjacent,37.5,Referral,2026-06-20,Lead,3.0,8.3,48.9,S. Kapoor,,,,,,,
2649,Larkspur Beauty V,Kitchen,Home & Family,1-10,Beachhead,77.8,Referral,2026-06-20,MQL,7.12,8.5,77.98,A. Chouhan,2026-06-23,,,,,,
2650,Cascade Skin Co IV,Home,Home & Family,1-10,Beachhead,75.72,Outbound LinkedIn,2026-06-21,Lead,6.29,8.4,74.36,R. Iyer,,,,,,,
2651,Cascade Living VII,Pet,Lifestyle & Outdoor,1-10,Core ICP,62.25,Cold email sequence,2026-06-26,MQL,6.9,6.5,65.1,S. Kapoor,2026-07-01,,,,,,
2652,Coral & Co Beauty III,Skin,Health & Beauty,51-200,Beachhead,70.72,Content/organic,2026-06-30,SQL,6.29,8.4,72.36,A. Chouhan,2026-07-03,2026-07-05,,,,,
2653,Wren & Co Outdoor III,Pet,Lifestyle & Outdoor,51-200,Adjacent,45.78,Signal-scored inbound,2026-06-30,Lead,8.31,7.9,66.94,R. Iyer,,,,,,,
2654,Silverline Gadgets II,Pet,Lifestyle & Outdoor,1-10,Core ICP,53.08,Signal-scored inbound,2026-06-09,MQL,3.23,3.6,41.72,R. Iyer,2026-06-15,,,,,,
2655,Windrow Gadgets III,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,52.67,Signal-scored inbound,2026-06-29,Lead,3.07,7.8,53.68,S. Kapoor,,,,,,,
2656,Cinderwood Supply Co VI,Skin,Health & Beauty,51-200,Core ICP,67.67,Outbound LinkedIn,2026-06-25,MQL,5.07,8.0,66.28,A. Chouhan,2026-07-01,,,,,,
2657,Coral & Co Outdoor VI,Gadgets,Consumer Electronics,1-10,Beachhead,81.67,Cold email sequence,2026-06-16,MQL,8.67,3.8,70.08,A. Chouhan,2026-06-17,,,,,,
2658,Rosemere Beauty IV,Outdoor,Lifestyle & Outdoor,201-500,Adjacent,36.1,Outbound LinkedIn,2026-06-17,Lead,8.44,8.0,63.76,S. Kapoor,,,,,,,
2659,Northfield Pet Supply,Pet,Lifestyle & Outdoor,51-200,Adjacent,42.5,Outbound LinkedIn,2026-06-22,Lead,7.0,7.1,59.3,R. Iyer,,,,,,,
2660,Northfield Pet Supply III,Beauty,Health & Beauty,11-50,Beachhead,78.85,Signal-scored inbound,2026-06-06,Lead,3.54,4.2,54.76,S. Kapoor,,,,,,,
